meldejahr;kreis_name;fallzahl_influenza
2006;LK Schweinfurt;1
2006;SK Würzburg;2
2006;LK Würzburg;10
2006;SK Berlin Charlottenburg-Wilmersdorf;54
2006;SK Berlin Friedrichshain-Kreuzberg;32
2006;SK Berlin Lichtenberg;2
2006;SK Berlin Marzahn-Hellersdorf;6
2006;SK Berlin Mitte;37
2006;SK Berlin Neukölln;8
2006;SK Berlin Pankow;14
2006;SK Berlin Reinickendorf;20
2006;SK Berlin Spandau;16
2006;SK Berlin Steglitz-Zehlendorf;34
2006;SK Berlin Tempelhof-Schöneberg;12
2006;SK Berlin Treptow-Köpenick;10
2006;LK Barnim;6
2006;SK Brandenburg a.d.Havel;NA
2006;SK Cottbus;1
2006;LK Dahme-Spreewald;7
2006;LK Elbe-Elster;14
2006;SK Frankfurt (Oder);1
2006;LK Havelland;4
2006;LK Märkisch-Oderland;1
2006;LK Oberhavel;NA
2006;LK Oberspreewald-Lausitz;9
2006;LK Oder-Spree;1
2006;LK Ostprignitz-Ruppin;NA
2006;SK Potsdam;1
2006;LK Potsdam-Mittelmark;6
2006;LK Prignitz;4
2006;LK Spree-Neiße;7
2006;LK Teltow-Fläming;13
2006;LK Uckermark;29
2006;SK Bremen;20
2006;SK Bremerhaven;2
2006;SK Hamburg;42
2006;LK Bergstraße;7
2006;SK Darmstadt;NA
2006;LK Darmstadt-Dieburg;12
2006;SK Frankfurt am Main;8
2006;LK Groß-Gerau;5
2006;LK Hochtaunuskreis;1
2006;LK Main-Kinzig-Kreis;5
2006;LK Main-Taunus-Kreis;5
2006;LK Odenwaldkreis;NA
2006;SK Offenbach;NA
2006;LK Offenbach;NA
2006;LK Rheingau-Taunus-Kreis;NA
2006;LK Wetteraukreis;1
2006;SK Wiesbaden;3
2006;LK Gießen;17
2006;LK Lahn-Dill-Kreis;2
2006;LK Limburg-Weilburg;1
2006;LK Marburg-Biedenkopf;1
2006;LK Vogelsbergkreis;2
2006;LK Fulda;3
2006;LK Hersfeld-Rotenburg;2
2006;SK Kassel;1
2006;LK Kassel;NA
2006;LK Schwalm-Eder-Kreis;2
2006;LK Waldeck-Frankenberg;1
2006;LK Werra-Meißner-Kreis;NA
2006;LK Ludwigslust-Parchim;10
2006;LK Mecklenburgische Seenplatte;NA
2006;LK Nordwestmecklenburg;NA
2006;SK Rostock;NA
2006;LK Rostock;1
2006;SK Schwerin;NA
2006;LK Vorpommern-Greifswald;6
2006;LK Vorpommern-Rügen;7
2006;SK Braunschweig;2
2006;LK Gifhorn;15
2006;LK Goslar;NA
2006;LK Göttingen;19
2006;LK Helmstedt;1
2006;LK Northeim;6
2006;LK Peine;1
2006;SK Salzgitter;10
2006;LK Wolfenbüttel;17
2006;SK Wolfsburg;NA
2006;LK Diepholz;5
2006;LK Hameln-Pyrmont;8
2006;Region Hannover;191
2006;LK Hildesheim;24
2006;LK Holzminden;NA
2006;LK Nienburg (Weser);14
2006;LK Schaumburg;6
2006;LK Celle;32
2006;LK Cuxhaven;NA
2006;LK Harburg;30
2006;LK Heidekreis;3
2006;LK Lüchow-Dannenberg;5
2006;LK Lüneburg;13
2006;LK Osterholz;NA
2006;LK Rotenburg (Wümme);1
2006;LK Stade;5
2006;LK Uelzen;NA
2006;LK Verden;2
2006;LK Ammerland;2
2006;LK Aurich;7
2006;LK Cloppenburg;3
2006;SK Delmenhorst;NA
2006;SK Emden;11
2006;LK Emsland;4
2006;LK Friesland;4
2006;LK Grafschaft Bentheim;1
2006;LK Leer;2
2006;SK Oldenburg;20
2006;LK Oldenburg;16
2006;SK Osnabrück;48
2006;LK Osnabrück;9
2006;LK Vechta;20
2006;LK Wesermarsch;50
2006;SK Wilhelmshaven;6
2006;LK Wittmund;NA
2006;SK Bochum;NA
2006;SK Dortmund;NA
2006;LK Ennepe-Ruhr-Kreis;2
2006;SK Hagen;NA
2006;SK Hamm;1
2006;SK Herne;7
2006;LK Hochsauerlandkreis;3
2006;LK Märkischer Kreis;3
2006;LK Olpe;NA
2006;LK Siegen-Wittgenstein;19
2006;LK Soest;1
2006;LK Unna;NA
2006;SK Bielefeld;2
2006;LK Gütersloh;4
2006;LK Herford;5
2006;LK Höxter;NA
2006;LK Lippe;4
2006;LK Minden-Lübbecke;27
2006;LK Paderborn;16
2006;SK Duisburg;1
2006;SK Düsseldorf;5
2006;SK Essen;NA
2006;LK Kleve;NA
2006;SK Krefeld;NA
2006;LK Mettmann;1
2006;SK Mönchengladbach;13
2006;SK Mülheim a.d.Ruhr;NA
2006;SK Oberhausen;1
2006;SK Remscheid;3
2006;LK Rhein-Kreis Neuss;1
2006;SK Solingen;1
2006;LK Viersen;8
2006;LK Wesel;NA
2006;SK Wuppertal;49
2006;StädteRegion Aachen;9
2006;SK Bonn;1
2006;LK Düren;NA
2006;LK Euskirchen;1
2006;LK Heinsberg;NA
2006;SK Köln;2
2006;SK Leverkusen;2
2006;LK Oberbergischer Kreis;29
2006;LK Rhein-Erft-Kreis;25
2006;LK Rheinisch-Bergischer Kreis;18
2006;LK Rhein-Sieg-Kreis;3
2006;LK Borken;5
2006;SK Bottrop;NA
2006;LK Coesfeld;NA
2006;SK Gelsenkirchen;2
2006;SK Münster;2
2006;LK Recklinghausen;1
2006;LK Steinfurt;9
2006;LK Warendorf;4
2006;LK Ahrweiler;7
2006;LK Altenkirchen;30
2006;LK Bad Kreuznach;4
2006;LK Birkenfeld;NA
2006;LK Cochem-Zell;NA
2006;SK Koblenz;3
2006;LK Mayen-Koblenz;15
2006;LK Neuwied;7
2006;LK Rhein-Hunsrück-Kreis;2
2006;LK Rhein-Lahn-Kreis;NA
2006;LK Westerwaldkreis;2
2006;LK Alzey-Worms;28
2006;LK Bad Dürkheim;10
2006;LK Donnersbergkreis;14
2006;SK Frankenthal;30
2006;LK Germersheim;NA
2006;SK Kaiserslautern;NA
2006;LK Kaiserslautern;NA
2006;LK Kusel;1
2006;SK Landau i.d.Pfalz;NA
2006;SK Ludwigshafen;1
2006;SK Mainz;9
2006;LK Mainz-Bingen;23
2006;SK Neustadt a.d.Weinstraße;NA
2006;SK Pirmasens;6
2006;LK Rhein-Pfalz-Kreis;10
2006;SK Speyer;NA
2006;LK Südliche Weinstraße;NA
2006;LK Südwestpfalz;5
2006;SK Worms;97
2006;SK Zweibrücken;NA
2006;LK Bernkastel-Wittlich;1
2006;LK Bitburg-Prüm;1
2006;SK Trier;1
2006;LK Trier-Saarburg;2
2006;LK Vulkaneifel;NA
2006;LK Merzig-Wadern;1
2006;LK Neunkirchen;1
2006;LK Saarlouis;4
2006;LK Saarpfalz-Kreis;1
2006;LK Sankt Wendel;NA
2006;LK Stadtverband Saarbrücken;18
2006;SK Chemnitz;25
2006;LK Erzgebirgskreis;57
2006;LK Mittelsachsen;17
2006;LK Vogtlandkreis;4
2006;LK Zwickau;26
2006;LK Bautzen;18
2006;SK Dresden;37
2006;LK Görlitz;7
2006;LK Meißen;7
2006;LK Sächsische Schweiz-Osterzgebirge;10
2006;SK Leipzig;34
2006;LK Leipzig;13
2006;LK Nordsachsen;8
2006;LK Altmarkkreis Salzwedel;NA
2006;LK Anhalt-Bitterfeld;19
2006;LK Börde;5
2006;LK Burgenlandkreis;86
2006;SK Dessau-Roßlau;30
2006;SK Halle;40
2006;LK Harz;67
2006;LK Jerichower Land;1
2006;SK Magdeburg;10
2006;LK Mansfeld-Südharz;12
2006;LK Saalekreis;12
2006;LK Salzlandkreis;2
2006;LK Stendal;1
2006;LK Wittenberg;5
2006;LK Dithmarschen;1
2006;SK Flensburg;25
2006;LK Herzogtum Lauenburg;1
2006;SK Kiel;17
2006;SK Lübeck;1
2006;SK Neumünster;1
2006;LK Nordfriesland;2
2006;LK Ostholstein;17
2006;LK Pinneberg;2
2006;LK Plön;8
2006;LK Rendsburg-Eckernförde;25
2006;LK Schleswig-Flensburg;72
2006;LK Segeberg;1
2006;LK Steinburg;3
2006;LK Stormarn;2
2006;LK Altenburger Land;NA
2006;LK Eichsfeld;NA
2006;SK Eisenach;1
2006;SK Erfurt;15
2006;SK Gera;NA
2006;LK Gotha;1
2006;LK Greiz;3
2006;LK Hildburghausen;4
2006;LK Ilm-Kreis;1
2006;SK Jena;1
2006;LK Kyffhäuserkreis;7
2006;LK Nordhausen;40
2006;LK Saale-Holzland-Kreis;1
2006;LK Saale-Orla-Kreis;2
2006;LK Saalfeld-Rudolstadt;6
2006;LK Schmalkalden-Meiningen;NA
2006;LK Sömmerda;1
2006;LK Sonneberg;1
2006;SK Suhl;1
2006;LK Unstrut-Hainich-Kreis;1
2006;LK Wartburgkreis;5
2006;SK Weimar;NA
2006;LK Weimarer Land;NA
2007;LK Breisgau-Hochschwarzwald;57
2007;LK Emmendingen;31
2007;SK Freiburg i.Breisgau;80
2007;LK Konstanz;92
2007;LK Lörrach;72
2007;LK Ortenaukreis;198
2007;LK Rottweil;8
2007;LK Schwarzwald-Baar-Kreis;16
2007;LK Tuttlingen;45
2007;LK Waldshut;50
2007;SK Baden-Baden;1
2007;LK Calw;20
2007;LK Enzkreis;4
2007;LK Freudenstadt;61
2007;SK Heidelberg;24
2007;SK Karlsruhe;10
2007;LK Karlsruhe;49
2007;SK Mannheim;63
2007;LK Neckar-Odenwald-Kreis;1
2007;SK Pforzheim;8
2007;LK Rastatt;54
2007;LK Rhein-Neckar-Kreis;109
2007;LK Böblingen;123
2007;LK Esslingen;135
2007;LK Göppingen;67
2007;LK Heidenheim;8
2007;SK Heilbronn;43
2007;LK Heilbronn;88
2007;LK Hohenlohekreis;26
2007;LK Ludwigsburg;154
2007;LK Main-Tauber-Kreis;12
2007;LK Ostalbkreis;48
2007;LK Rems-Murr-Kreis;110
2007;LK Schwäbisch Hall;80
2007;SK Stuttgart;186
2007;LK Alb-Donau-Kreis;19
2007;LK Biberach;61
2007;LK Bodenseekreis;44
2007;LK Ravensburg;86
2007;LK Reutlingen;93
2007;LK Sigmaringen;29
2007;LK Tübingen;58
2007;SK Ulm;5
2007;LK Zollernalbkreis;57
2007;SK Ansbach;13
2007;LK Ansbach;97
2007;SK Erlangen;15
2007;LK Erlangen-Höchstadt;24
2007;SK Fürth;25
2007;LK Fürth;13
2007;LK Neustadt a.d.Aisch-Bad Windsheim;49
2007;SK Nürnberg;59
2007;LK Nürnberger Land;73
2007;LK Roth;20
2007;SK Schwabach;35
2007;LK Weißenburg-Gunzenhausen;4
2007;LK Deggendorf;23
2007;LK Dingolfing-Landau;31
2007;LK Freyung-Grafenau;3
2007;LK Kelheim;7
2007;SK Landshut;10
2007;LK Landshut;30
2007;SK Passau;50
2007;LK Passau;54
2007;LK Regen;26
2007;LK Rottal-Inn;5
2007;SK Straubing;5
2007;LK Straubing-Bogen;16
2007;LK Altötting;39
2007;LK Bad Tölz-Wolfratshausen;23
2007;LK Berchtesgadener Land;9
2007;LK Dachau;43
2007;LK Ebersberg;59
2007;LK Eichstätt;41
2007;LK Erding;102
2007;LK Freising;61
2007;LK Fürstenfeldbruck;62
2007;LK Garmisch-Partenkirchen;47
2007;SK Ingolstadt;8
2007;LK Landsberg a.Lech;24
2007;LK Miesbach;36
2007;LK Mühldorf a.Inn;87
2007;SK München;706
2007;LK München;160
2007;LK Neuburg-Schrobenhausen;37
2007;LK Pfaffenhofen a.d.Ilm;69
2007;SK Rosenheim;9
2007;LK Rosenheim;68
2007;LK Starnberg;70
2007;LK Traunstein;62
2007;LK Weilheim-Schongau;108
2007;SK Bamberg;46
2007;LK Bamberg;113
2007;SK Bayreuth;10
2007;LK Bayreuth;4
2007;SK Coburg;4
2007;LK Coburg;7
2007;LK Forchheim;34
2007;SK Hof;12
2007;LK Hof;5
2007;LK Kronach;22
2007;LK Kulmbach;15
2007;LK Lichtenfels;9
2007;LK Wunsiedel i.Fichtelgebirge;NA
2007;SK Amberg;6
2007;LK Amberg-Sulzbach;15
2007;LK Cham;106
2007;LK Neumarkt i.d.OPf.;108
2007;LK Neustadt a.d.Waldnaab;40
2007;SK Regensburg;34
2007;LK Regensburg;42
2007;LK Schwandorf;66
2007;LK Tirschenreuth;15
2007;SK Weiden i.d.OPf.;18
2007;LK Aichach-Friedberg;74
2007;SK Augsburg;92
2007;LK Augsburg;65
2007;LK Dillingen a.d.Donau;62
2007;LK Donau-Ries;6
2007;LK Günzburg;43
2007;SK Kaufbeuren;1
2007;SK Kempten;1
2007;LK Lindau;8
2007;SK Memmingen;NA
2007;LK Neu-Ulm;6
2007;LK Oberallgäu;54
2007;LK Ostallgäu;28
2007;LK Unterallgäu;2
2007;SK Aschaffenburg;1
2007;LK Aschaffenburg;2
2007;LK Bad Kissingen;39
2007;LK Haßberge;50
2007;LK Kitzingen;56
2007;LK Main-Spessart;33
2007;LK Miltenberg;NA
2007;LK Rhön-Grabfeld;13
2007;SK Schweinfurt;2
2007;LK Schweinfurt;3
2007;SK Würzburg;54
2007;LK Würzburg;84
2007;SK Berlin Charlottenburg-Wilmersdorf;348
2007;SK Berlin Friedrichshain-Kreuzberg;68
2007;SK Berlin Lichtenberg;9
2007;SK Berlin Marzahn-Hellersdorf;37
2007;SK Berlin Mitte;75
2007;SK Berlin Neukölln;54
2007;SK Berlin Pankow;48
2007;SK Berlin Reinickendorf;77
2007;SK Berlin Spandau;59
2007;SK Berlin Steglitz-Zehlendorf;218
2007;SK Berlin Tempelhof-Schöneberg;95
2007;SK Berlin Treptow-Köpenick;36
2007;LK Barnim;16
2007;SK Brandenburg a.d.Havel;4
2007;SK Cottbus;21
2007;LK Dahme-Spreewald;15
2007;LK Elbe-Elster;22
2007;SK Frankfurt (Oder);13
2007;LK Havelland;4
2007;LK Märkisch-Oderland;35
2007;LK Oberhavel;15
2007;LK Oberspreewald-Lausitz;13
2007;LK Oder-Spree;9
2007;LK Ostprignitz-Ruppin;NA
2007;SK Potsdam;34
2007;LK Potsdam-Mittelmark;204
2007;LK Prignitz;14
2007;LK Spree-Neiße;16
2007;LK Teltow-Fläming;118
2007;LK Uckermark;100
2007;SK Bremen;77
2007;SK Bremerhaven;16
2007;SK Hamburg;188
2007;LK Bergstraße;88
2007;SK Darmstadt;4
2007;LK Darmstadt-Dieburg;12
2007;SK Frankfurt am Main;38
2007;LK Groß-Gerau;10
2007;LK Hochtaunuskreis;8
2007;LK Main-Kinzig-Kreis;81
2007;LK Main-Taunus-Kreis;38
2007;LK Odenwaldkreis;NA
2007;SK Offenbach;5
2007;LK Offenbach;27
2007;LK Rheingau-Taunus-Kreis;21
2007;LK Wetteraukreis;8
2007;SK Wiesbaden;37
2007;LK Gießen;50
2007;LK Lahn-Dill-Kreis;36
2007;LK Limburg-Weilburg;1
2007;LK Marburg-Biedenkopf;16
2007;LK Vogelsbergkreis;2
2007;LK Fulda;2
2007;LK Hersfeld-Rotenburg;13
2007;SK Kassel;27
2007;LK Kassel;19
2007;LK Schwalm-Eder-Kreis;3
2007;LK Waldeck-Frankenberg;4
2007;LK Werra-Meißner-Kreis;23
2007;LK Ludwigslust-Parchim;40
2007;LK Mecklenburgische Seenplatte;113
2007;LK Nordwestmecklenburg;46
2007;SK Rostock;102
2007;LK Rostock;51
2007;SK Schwerin;44
2007;LK Vorpommern-Greifswald;178
2007;LK Vorpommern-Rügen;123
2007;SK Braunschweig;36
2007;LK Gifhorn;26
2007;LK Goslar;26
2007;LK Göttingen;40
2007;LK Helmstedt;36
2007;LK Northeim;15
2007;LK Peine;62
2007;SK Salzgitter;43
2007;LK Wolfenbüttel;79
2007;SK Wolfsburg;10
2007;LK Diepholz;29
2007;LK Hameln-Pyrmont;74
2007;Region Hannover;406
2007;LK Hildesheim;85
2007;LK Holzminden;13
2007;LK Nienburg (Weser);37
2007;LK Schaumburg;65
2007;LK Celle;32
2007;LK Cuxhaven;10
2007;LK Harburg;335
2007;LK Heidekreis;3
2007;LK Lüchow-Dannenberg;46
2007;LK Lüneburg;59
2007;LK Osterholz;NA
2007;LK Rotenburg (Wümme);11
2007;LK Stade;23
2007;LK Uelzen;1
2007;LK Verden;7
2007;LK Ammerland;55
2007;LK Aurich;30
2007;LK Cloppenburg;12
2007;SK Delmenhorst;5
2007;SK Emden;38
2007;LK Emsland;41
2007;LK Friesland;5
2007;LK Grafschaft Bentheim;2
2007;LK Leer;5
2007;SK Oldenburg;58
2007;LK Oldenburg;48
2007;SK Osnabrück;51
2007;LK Osnabrück;25
2007;LK Vechta;21
2007;LK Wesermarsch;73
2007;SK Wilhelmshaven;21
2007;LK Wittmund;7
2007;SK Bochum;22
2007;SK Dortmund;9
2007;LK Ennepe-Ruhr-Kreis;12
2007;SK Hagen;9
2007;SK Hamm;18
2007;SK Herne;8
2007;LK Hochsauerlandkreis;11
2007;LK Märkischer Kreis;30
2007;LK Olpe;1
2007;LK Siegen-Wittgenstein;24
2007;LK Soest;12
2007;LK Unna;42
2007;SK Bielefeld;25
2007;LK Gütersloh;19
2007;LK Herford;65
2007;LK Höxter;8
2007;LK Lippe;57
2007;LK Minden-Lübbecke;86
2007;LK Paderborn;31
2007;SK Duisburg;8
2007;SK Düsseldorf;9
2007;SK Essen;70
2007;LK Kleve;9
2007;SK Krefeld;86
2007;LK Mettmann;65
2007;SK Mönchengladbach;37
2007;SK Mülheim a.d.Ruhr;23
2007;SK Oberhausen;7
2007;SK Remscheid;NA
2007;LK Rhein-Kreis Neuss;6
2007;SK Solingen;26
2007;LK Viersen;104
2007;LK Wesel;9
2007;SK Wuppertal;62
2007;StädteRegion Aachen;26
2007;SK Bonn;11
2007;LK Düren;4
2007;LK Euskirchen;24
2007;LK Heinsberg;9
2007;SK Köln;35
2007;SK Leverkusen;19
2007;LK Oberbergischer Kreis;105
2007;LK Rhein-Erft-Kreis;24
2007;LK Rheinisch-Bergischer Kreis;40
2007;LK Rhein-Sieg-Kreis;73
2007;LK Borken;86
2007;SK Bottrop;1
2007;LK Coesfeld;44
2007;SK Gelsenkirchen;12
2007;SK Münster;34
2007;LK Recklinghausen;5
2007;LK Steinfurt;54
2007;LK Warendorf;40
2007;LK Ahrweiler;14
2007;LK Altenkirchen;36
2007;LK Bad Kreuznach;36
2007;LK Birkenfeld;23
2007;LK Cochem-Zell;NA
2007;SK Koblenz;8
2007;LK Mayen-Koblenz;82
2007;LK Neuwied;15
2007;LK Rhein-Hunsrück-Kreis;53
2007;LK Rhein-Lahn-Kreis;5
2007;LK Westerwaldkreis;20
2007;LK Alzey-Worms;88
2007;LK Bad Dürkheim;79
2007;LK Donnersbergkreis;54
2007;SK Frankenthal;133
2007;LK Germersheim;3
2007;SK Kaiserslautern;3
2007;LK Kaiserslautern;20
2007;LK Kusel;8
2007;SK Landau i.d.Pfalz;1
2007;SK Ludwigshafen;70
2007;SK Mainz;66
2007;LK Mainz-Bingen;37
2007;SK Neustadt a.d.Weinstraße;7
2007;SK Pirmasens;31
2007;LK Rhein-Pfalz-Kreis;157
2007;SK Speyer;34
2007;LK Südliche Weinstraße;8
2007;LK Südwestpfalz;78
2007;SK Worms;324
2007;SK Zweibrücken;NA
2007;LK Bernkastel-Wittlich;NA
2007;LK Bitburg-Prüm;1
2007;SK Trier;3
2007;LK Trier-Saarburg;47
2007;LK Vulkaneifel;24
2007;LK Merzig-Wadern;1
2007;LK Neunkirchen;4
2007;LK Saarlouis;20
2007;LK Saarpfalz-Kreis;2
2007;LK Sankt Wendel;3
2007;LK Stadtverband Saarbrücken;27
2007;SK Chemnitz;226
2007;LK Erzgebirgskreis;403
2007;LK Mittelsachsen;88
2007;LK Vogtlandkreis;80
2007;LK Zwickau;207
2007;LK Bautzen;160
2007;SK Dresden;189
2007;LK Görlitz;135
2007;LK Meißen;87
2007;LK Sächsische Schweiz-Osterzgebirge;68
2007;SK Leipzig;178
2007;LK Leipzig;93
2007;LK Nordsachsen;43
2007;LK Altmarkkreis Salzwedel;6
2007;LK Anhalt-Bitterfeld;121
2007;LK Börde;21
2007;LK Burgenlandkreis;66
2007;SK Dessau-Roßlau;16
2007;SK Halle;144
2007;LK Harz;102
2007;LK Jerichower Land;1
2007;SK Magdeburg;35
2007;LK Mansfeld-Südharz;60
2007;LK Saalekreis;131
2007;LK Salzlandkreis;81
2007;LK Stendal;18
2007;LK Wittenberg;21
2007;LK Dithmarschen;3
2007;SK Flensburg;42
2007;LK Herzogtum Lauenburg;NA
2007;SK Kiel;17
2007;SK Lübeck;15
2007;SK Neumünster;4
2007;LK Nordfriesland;16
2007;LK Ostholstein;18
2007;LK Pinneberg;38
2007;LK Plön;37
2007;LK Rendsburg-Eckernförde;35
2007;LK Schleswig-Flensburg;139
2007;LK Segeberg;4
2007;LK Steinburg;22
2007;LK Stormarn;NA
2007;LK Altenburger Land;36
2007;LK Eichsfeld;1
2007;SK Eisenach;2
2007;SK Erfurt;188
2007;SK Gera;2
2007;LK Gotha;22
2007;LK Greiz;16
2007;LK Hildburghausen;22
2007;LK Ilm-Kreis;35
2007;SK Jena;69
2007;LK Kyffhäuserkreis;23
2007;LK Nordhausen;31
2007;LK Saale-Holzland-Kreis;26
2007;LK Saale-Orla-Kreis;72
2007;LK Saalfeld-Rudolstadt;108
2007;LK Schmalkalden-Meiningen;62
2007;LK Sömmerda;44
2007;LK Sonneberg;3
2007;SK Suhl;24
2007;LK Unstrut-Hainich-Kreis;55
2007;LK Wartburgkreis;56
2007;SK Weimar;12
2007;LK Weimarer Land;12
2008;LK Breisgau-Hochschwarzwald;42
2008;LK Emmendingen;13
2008;SK Freiburg i.Breisgau;46
2008;LK Konstanz;42
2008;LK Lörrach;103
2008;LK Ortenaukreis;49
2008;LK Rottweil;27
2008;LK Schwarzwald-Baar-Kreis;8
2008;LK Tuttlingen;37
2008;LK Waldshut;49
2008;SK Baden-Baden;5
2008;LK Calw;83
2008;LK Enzkreis;14
2008;LK Freudenstadt;14
2008;SK Heidelberg;20
2008;SK Karlsruhe;22
2008;LK Karlsruhe;25
2008;SK Mannheim;46
2008;LK Neckar-Odenwald-Kreis;1
2008;SK Pforzheim;3
2008;LK Rastatt;63
2008;LK Rhein-Neckar-Kreis;59
2008;LK Böblingen;159
2008;LK Esslingen;178
2008;LK Göppingen;93
2008;LK Heidenheim;9
2008;SK Heilbronn;30
2008;LK Heilbronn;85
2008;LK Hohenlohekreis;18
2008;LK Ludwigsburg;119
2008;LK Main-Tauber-Kreis;2
2008;LK Ostalbkreis;35
2008;LK Rems-Murr-Kreis;112
2008;LK Schwäbisch Hall;53
2008;SK Stuttgart;270
2008;LK Alb-Donau-Kreis;22
2008;LK Biberach;35
2008;LK Bodenseekreis;36
2008;LK Ravensburg;41
2008;LK Reutlingen;39
2008;LK Sigmaringen;12
2008;LK Tübingen;57
2008;SK Ulm;24
2008;LK Zollernalbkreis;66
2008;SK Ansbach;17
2008;LK Ansbach;75
2008;SK Erlangen;14
2008;LK Erlangen-Höchstadt;10
2008;SK Fürth;30
2008;LK Fürth;21
2008;LK Neustadt a.d.Aisch-Bad Windsheim;12
2008;SK Nürnberg;67
2008;LK Nürnberger Land;27
2008;LK Roth;22
2008;SK Schwabach;9
2008;LK Weißenburg-Gunzenhausen;14
2008;LK Deggendorf;82
2008;LK Dingolfing-Landau;35
2008;LK Freyung-Grafenau;16
2008;LK Kelheim;1
2008;SK Landshut;37
2008;LK Landshut;53
2008;SK Passau;54
2008;LK Passau;95
2008;LK Regen;51
2008;LK Rottal-Inn;33
2008;SK Straubing;11
2008;LK Straubing-Bogen;54
2008;LK Altötting;35
2008;LK Bad Tölz-Wolfratshausen;37
2008;LK Berchtesgadener Land;6
2008;LK Dachau;11
2008;LK Ebersberg;54
2008;LK Eichstätt;14
2008;LK Erding;161
2008;LK Freising;81
2008;LK Fürstenfeldbruck;136
2008;LK Garmisch-Partenkirchen;18
2008;SK Ingolstadt;17
2008;LK Landsberg a.Lech;10
2008;LK Miesbach;53
2008;LK Mühldorf a.Inn;49
2008;SK München;732
2008;LK München;181
2008;LK Neuburg-Schrobenhausen;117
2008;LK Pfaffenhofen a.d.Ilm;128
2008;SK Rosenheim;21
2008;LK Rosenheim;132
2008;LK Starnberg;75
2008;LK Traunstein;39
2008;LK Weilheim-Schongau;44
2008;SK Bamberg;27
2008;LK Bamberg;101
2008;SK Bayreuth;10
2008;LK Bayreuth;12
2008;SK Coburg;12
2008;LK Coburg;11
2008;LK Forchheim;22
2008;SK Hof;3
2008;LK Hof;4
2008;LK Kronach;9
2008;LK Kulmbach;27
2008;LK Lichtenfels;6
2008;LK Wunsiedel i.Fichtelgebirge;4
2008;SK Amberg;10
2008;LK Amberg-Sulzbach;30
2008;LK Cham;132
2008;LK Neumarkt i.d.OPf.;74
2008;LK Neustadt a.d.Waldnaab;30
2008;SK Regensburg;10
2008;LK Regensburg;29
2008;LK Schwandorf;69
2008;LK Tirschenreuth;14
2008;SK Weiden i.d.OPf.;43
2008;LK Aichach-Friedberg;69
2008;SK Augsburg;33
2008;LK Augsburg;20
2008;LK Dillingen a.d.Donau;104
2008;LK Donau-Ries;14
2008;LK Günzburg;19
2008;SK Kaufbeuren;14
2008;SK Kempten;NA
2008;LK Lindau;19
2008;SK Memmingen;NA
2008;LK Neu-Ulm;8
2008;LK Oberallgäu;24
2008;LK Ostallgäu;20
2008;LK Unterallgäu;3
2008;SK Aschaffenburg;NA
2008;LK Aschaffenburg;3
2008;LK Bad Kissingen;41
2008;LK Haßberge;22
2008;LK Kitzingen;30
2008;LK Main-Spessart;35
2008;LK Miltenberg;11
2008;LK Rhön-Grabfeld;16
2008;SK Schweinfurt;3
2008;LK Schweinfurt;4
2008;SK Würzburg;22
2008;LK Würzburg;39
2008;SK Berlin Charlottenburg-Wilmersdorf;157
2008;SK Berlin Friedrichshain-Kreuzberg;55
2008;SK Berlin Lichtenberg;33
2008;SK Berlin Marzahn-Hellersdorf;19
2008;SK Berlin Mitte;46
2008;SK Berlin Neukölln;43
2008;SK Berlin Pankow;75
2008;SK Berlin Reinickendorf;29
2008;SK Berlin Spandau;55
2008;SK Berlin Steglitz-Zehlendorf;115
2008;SK Berlin Tempelhof-Schöneberg;66
2008;SK Berlin Treptow-Köpenick;28
2008;LK Barnim;26
2008;SK Brandenburg a.d.Havel;3
2008;SK Cottbus;10
2008;LK Dahme-Spreewald;24
2008;LK Elbe-Elster;8
2008;SK Frankfurt (Oder);6
2008;LK Havelland;28
2008;LK Märkisch-Oderland;10
2008;LK Oberhavel;13
2008;LK Oberspreewald-Lausitz;7
2008;LK Oder-Spree;1
2008;LK Ostprignitz-Ruppin;1
2008;SK Potsdam;32
2008;LK Potsdam-Mittelmark;104
2008;LK Prignitz;2
2008;LK Spree-Neiße;13
2008;LK Teltow-Fläming;44
2008;LK Uckermark;52
2008;SK Bremen;54
2008;SK Bremerhaven;2
2008;SK Hamburg;270
2008;LK Bergstraße;105
2008;SK Darmstadt;10
2008;LK Darmstadt-Dieburg;16
2008;SK Frankfurt am Main;18
2008;LK Groß-Gerau;10
2008;LK Hochtaunuskreis;4
2008;LK Main-Kinzig-Kreis;103
2008;LK Main-Taunus-Kreis;25
2008;LK Odenwaldkreis;2
2008;SK Offenbach;NA
2008;LK Offenbach;11
2008;LK Rheingau-Taunus-Kreis;12
2008;LK Wetteraukreis;7
2008;SK Wiesbaden;21
2008;LK Gießen;10
2008;LK Lahn-Dill-Kreis;40
2008;LK Limburg-Weilburg;8
2008;LK Marburg-Biedenkopf;4
2008;LK Vogelsbergkreis;5
2008;LK Fulda;5
2008;LK Hersfeld-Rotenburg;3
2008;SK Kassel;17
2008;LK Kassel;4
2008;LK Schwalm-Eder-Kreis;14
2008;LK Waldeck-Frankenberg;8
2008;LK Werra-Meißner-Kreis;6
2008;LK Ludwigslust-Parchim;17
2008;LK Mecklenburgische Seenplatte;59
2008;LK Nordwestmecklenburg;18
2008;SK Rostock;51
2008;LK Rostock;25
2008;SK Schwerin;17
